institutioncode	publishingorgkey	key	endorsingNodeKey	title	description	language	email	phone	homepage	city	country	postalCode	latitude	longitude	numPublishedDatasets	created	modified	
MUB	eba6daa8-0281-479e-aa2d-d78a2614db93	eba6daa8-0281-479e-aa2d-d78a2614db93	1f94b3ca-9345-4d65-afe2-4bace93aa0fe	Department of Plant Biology. Faculty of Biological Sciences. Univ. Murcia	This herbarium started in 1983. It is administrated by a director (Dr. Juan Guerra Montes) and a curator (Dr. Mª de los �?ngeles Caravaca).	eng	["jguerra@um.es"]	["+34-96836498"]		Murcia	ES	30100			3	2013-07-09T12:10:15.000+0000	2013-07-09T12:10:15.000+0000	
NBGB	a344ee9f-f1b7-4761-be2c-58ee6d741395	a344ee9f-f1b7-4761-be2c-58ee6d741395	fb11cfe1-ebc3-45af-9159-17d9fddbcdac	Botanic Garden Meise	We are an internationally important Botanic Garden, situated just north of Brussels, in the centre of Belgium. Visit us and see tropical plants growing in the Plant Palace, the largest greenhouse in Belgium and stroll through the historic 92 hectare park.  The gardens are a centre of excellence for research on tropical and European botany, conducted in one of the largest herbaria in the world.  Furthermore, the garden contributes towards plant conservation, aiming to protect as many plants as possible in their natural environments. This is done in partnership with many other national and international botanic gardens and conservation organisations.	eng			["www.botanicgarden.be"]	Meise	BE	B-1860	50.92739	4.33544	6	2014-10-29T12:45:17.265+0000	2017-09-14T12:27:40.771+0000	
KPM	4fd82480-ea1c-11da-8db4-b8a03c50a862	4fd82480-ea1c-11da-8db4-b8a03c50a862	db5705aa-6a6e-42f1-8942-d77b9f4896ea	National Museum of Nature and Science, Japan	http://www.kahaku.go.jp/english/	eng			["http://www.kahaku.go.jp/english/"]	Tokyo	JP		35.71633	139.77649	235	2010-05-03T22:02:00.000+0000	2010-05-03T22:02:00.000+0000	
BR	37e82b90-1e21-11de-ab90-f72009d2669b	37e82b90-1e21-11de-ab90-f72009d2669b	fb11cfe1-ebc3-45af-9159-17d9fddbcdac	Belgian Biodiversity Platform	http://www.biodiversity.be	eng			["http://www.biodiversity.be"]	Brussels	BE		50.81161	4.3811	33	2010-05-03T22:02:00.000+0000	2017-08-31T07:49:05.745+0000	
MGC	7fadb370-f921-11dd-af50-b8a03c50a862	7fadb370-f921-11dd-af50-b8a03c50a862	1f94b3ca-9345-4d65-afe2-4bace93aa0fe	University of Malaga	Also see: http://www.biolveg.uma.es/herbario/herbario.html	eng			["http://www.scai.uma.es/servicios/ciencias_vida/herbario/herbario.html"]	Malaga	ES		36.65585	-4.47548	4	2010-05-03T22:02:00.000+0000	2013-11-18T09:10:52.132+0000	
IE	ff90b050-c256-11db-b71b-b8a03c50a862	ff90b050-c256-11db-b71b-b8a03c50a862	b324e8e9-9a4c-44fa-8f1a-7f39ea7ab576	Comisión nacional para el conocimiento y uso de la biodiversidad	http://www.conabio.gob.mx/	eng			["http://www.conabio.gob.mx/"]	Tialpan	MX		19.29967	-99.17883	835	2010-05-03T22:02:00.000+0000	2013-12-12T08:28:18.766+0000	
Harvard University	485ff490-e3b7-11db-9acc-b8a03c50a862	485ff490-e3b7-11db-9acc-b8a03c50a862	8618c64a-93e0-4300-b546-7249e5148ed2	Harvard University Herbaria	http://www.huh.harvard.edu	eng			["http://www.huh.harvard.edu"]	Middlesex	US		42.3787	-71.11459	2	2010-05-03T22:02:00.000+0000	2010-05-03T22:02:00.000+0000	
	fcb15579-e732-4e2d-aa74-796787ef8c27	fcb15579-e732-4e2d-aa74-796787ef8c27	7f48e0c8-5c96-49ec-b972-30748e339115	Institute of Mathematical Problems of Biology, Russian Academy of Sciences	The Institute of Mathematical Problems of Biology of RAS (IMPB RAS) was founded in 1972. The main areas of investigations are mathematical modeling of biological objects and phenomena, development and application of mathematical methods in biological research, bioinformatics.  Laboratory of Computational Ecology conducts research work in field of biodiversity in the following topics: • Databases in geobotany and forest ecology • Database on plants of European Russia • Integrated software systems for vegetation assessment and analysis • Assessment and prognosis of biodiversity • Statistical modeling of phytocoenosis Population-demographic models • Functional groups of plants for European Russian forests • Modeling of forest ground vegetation diversity • Decision Support Systems for Forest Management Now in the laboratory the following databases are developed and active supported: Flora of vascular plants of European  Russia (information on ca. 2600 species). • Online database on finds of rare lichen species Lobaria pulmonaria in Russia (about 500 records). • Database on geobotanical relevés • Database on biomass of plant species in ground vegetation	rus	["com@impb.psn.ru"]	["+7 4967 318504"]	["http://www.impb.ru/"]	Pushchino	RU	142290	54.83106	37.61133	5	2014-10-30T08:48:02.806+0000	2015-02-20T08:31:33.387+0000	
NLD037	efc2ae40-9880-11da-89b4-b8a03c50a862	efc2ae40-9880-11da-89b4-b8a03c50a862	0909d601-bda2-42df-9e63-a6d51847ebce	Centre for Genetic Resources, The Netherlands	CGN conducts, on behalf of the Dutch government, statutory research tasks associated with the genetic diversity and identity of species that are important for agriculture and forestry.	eng	["cgn@wur.nl"]	["31-(0)317-480884"]	["http://www.cgn.wur.nl"]	Wageningen	NL	NL-6700 AA	51.98351	5.65933	2	2010-05-03T22:02:00.000+0000	2015-02-23T11:26:34.312+0000	
Natuurpunt	4d3ceea8-5699-439d-a899-decac9cbbdac	4d3ceea8-5699-439d-a899-decac9cbbdac	fb11cfe1-ebc3-45af-9159-17d9fddbcdac	Natuurpunt	Natuurpunt is Flanders largest NGO in nature conservation. Our key missions are nature reserve management, nature policy, education, and research. We coordinate and support volunteers in collecting information about wild biodiversity in Flanders of all taxonomic groups. With our database www.waarnemingen.be we collect 2-3 million observation records per year.	eng			["http://www.natuurpunt.be"]	Mechelen	BE	2800	51.16663	4.44046	6	2015-06-11T09:24:01.806+0000	2015-06-18T10:22:18.277+0000	
TRH	a8144f37-5ff7-4137-9400-94b5b2ea4ec4	a8144f37-5ff7-4137-9400-94b5b2ea4ec4	4f829580-180d-46a9-9c87-ed8ec959b545	NTNU University Museum	The NTNU University Museum is one of six university museums in Norway and is a part of the Norwegian University of Science and Technology, NTNU. The Museum is located at Kalvskinnet in the centre of Trondheim, along with its exhibitions, collections, administration and three of its sections. The Archaeometry Section is located at the Gløshaugen campus of NTNU. Ringve Botanical Gardens can be found at Lade, on the outskirts of Trondheim, and the Kongsvoll Alpine Garden is found in Kongsvoll, in Dovrefjell National Park.  The NTNU University Museum has its origins in the Royal Norwegian Society of Sciences and Letters (DKNVS), founded in 1760. In 1926, the Society was reorganized into two sections: the Academy and the Museum. In 1968, the Norwegian Parliament approved a resolution to found the University of Trondheim and the Museum was transferred to the University on 1 April 1984. Further reorganization of the University led to the establishment of the Norwegian University of Science and Technology (NTNU) on 1 January 1996. Since 2005, the NTNU University Museum has been treated at the same level as the University faculties, with representation on the Council of Deans and the Central University Research Committee.	nor	["post@vm.ntnu.no"]		["http://www.ntnu.edu/museum"]	Trondheim	NO	NO-7491	63.42903	10.38809	19	2015-04-27T09:57:45.759+0000	2015-04-29T10:11:19.802+0000	
South East Wales Biodiversity Records Centre	48f02f0c-5287-4b0a-bdf1-cee8f9665285	48f02f0c-5287-4b0a-bdf1-cee8f9665285	d897a5b9-35ee-4232-94bd-b0bcaac003c2	South East Wales Biodiversity Records Centre	Supporting biological recorders and engaging partners to collate, manage and provide access to best-available biodiversity data for our region	eng	["info@sewbrec.org.uk"]	["029 2064 1110"]	["http://www.sewbrec.org.uk/"]	Cardiff	GB	CF10 3DB	51.48496	-3.17484	28	2017-05-09T14:14:41.886+0000	2017-11-16T08:12:28.936+0000	
Universit? Laval	b52e9a80-8cb7-4d37-9324-46032fd69237	b52e9a80-8cb7-4d37-9324-46032fd69237	8f83fc96-c966-4126-83f7-bf044dc49efa	Université Laval	Plantes vasculaires du Québec	fra			["http://www2.ulaval.ca/accueil.html"]	Québec	CA	G1V 0A6			3	2012-06-19T08:04:33.000+0000	2012-06-19T14:04:56.000+0000	
Universit? de Montr?al Biodiversity Centre	ff7bd5db-b724-4932-b496-10ea298851f9	ff7bd5db-b724-4932-b496-10ea298851f9	8f83fc96-c966-4126-83f7-bf044dc49efa	Université de Montréal Biodiversity Centre	The Université de Montréal Biodiversity Centre, part of Institut de recherche en biologie végétale, is a centre of excellence in biodiversity research and training, and in the conservation and digitization of biological collections.  Situated at the heart of the Montréal Botanical Garden, the Centre houses several plant, insect and fungal collections; cutting edge laboratories; an exhibition hall focused on biodiversity conservation and education; and the headquarters of the Canadensys network of biological collections (http://www.canadensys.net).  	fra			["http://www.biodiversite.umontreal.ca"]	Montréal	CA	H1X2B2	45.5579	-73.5562	10	2011-05-06T15:34:14.000+0000	2012-02-09T08:20:11.000+0000	
University of Toronto Mississauga	95aba44b-121f-41fe-9f16-4515b826ce54	95aba44b-121f-41fe-9f16-4515b826ce54	8f83fc96-c966-4126-83f7-bf044dc49efa	University of Toronto Mississauga	Established in 1967, the University of Toronto Mississauga is the second-largest division of the University of Toronto (Canada's largest university), numbering about 11,700 undergraduate students, 500 graduate students, 740 faculty and staff as well as over 40,000 alumni.  U of T Mississauga has 15 distinct academic departments, as well as an Institute of Communication, Culture and Information Technology, offering 148 programs and 89 areas of study.	eng			["http://www.utm.utoronto.ca/"]	Mississauga, Ontario	CA	L5L 1C6			1	2012-03-14T08:35:19.000+0000	2012-03-14T08:35:19.000+0000	
Lancashire Environment Record Network	0ccc789d-ca07-4bb9-a1e7-a1d1b8491287	0ccc789d-ca07-4bb9-a1e7-a1d1b8491287	d897a5b9-35ee-4232-94bd-b0bcaac003c2	Lancashire Environment Record Network	The LERN partnership collects, collates, manages and disseminates information relating to the bio and geo-diversity of Lancashire.	eng	["lern@lancashire.gov.uk"]	["01772 537695"]	["http://www.lancashire.gov.uk/lern.aspx"]	Preston	GB	PR1 0LD	53.7632	-2.70309	2	2017-05-09T13:59:41.590+0000	2017-11-16T08:10:44.677+0000	
NMNS	7050ce20-c75e-11dd-87ef-b8a03c50a862	7050ce20-c75e-11dd-87ef-b8a03c50a862	e1b85abc-61f9-430f-ba79-6813dec53a0f	TELDAP		eng				Taipei	TW		25.043	121.615	13	2010-05-03T22:02:00.000+0000	2010-05-03T22:02:00.000+0000	
TAIF	898ba450-1627-11df-bd84-b8a03c50a862	898ba450-1627-11df-bd84-b8a03c50a862	e1b85abc-61f9-430f-ba79-6813dec53a0f	Taiwan Forestry Research Institute	Taiwan Forestry Research Institute	eng					TW				1	2010-05-03T22:02:00.000+0000	2011-08-03T14:37:20.000+0000	
BCN	cb202839-87c6-456a-821c-dc5b268a200f	cb202839-87c6-456a-821c-dc5b268a200f	1f94b3ca-9345-4d65-afe2-4bace93aa0fe	CeDoc of Plant Biodiversity (CeDocBIV), Univ. Barcelona	The BCN Herbarium was created in 2001 by menas of the merger of the BCF and BCC old herbariums. It is integrated by more than 300,000 sheets of plants basically from the Iberian Peninsula and other areas of the Mediterranean region. The main groups represented are: cormophytes (250,000 sheets), lichens (22,000 specimens), fungi (20,000 specimens), seweeds (5,000 sheets) and bryiophytes (3,000 sheets).    Strength:  1- Geobotany and Cartography of the vegetation, 2- Cryptogamy, 3- Vegetal Biodiversity and Biosystematic, 4- Aquatic vegetal resources.	eng	["cedocbiv@ub.edu"]	["+34-934037019"]		Barcelona	ES	08028			6	2013-07-09T13:26:28.000+0000	2017-09-08T08:38:26.155+0000	
EMMA	46fca4d7-47a9-465f-97c8-161e209e624e	46fca4d7-47a9-465f-97c8-161e209e624e	1f94b3ca-9345-4d65-afe2-4bace93aa0fe	School of Forestry Engineering. Technical University of Madrid	The EMMA herbarium was created in 1940 and is integrated in the collections of the Department of Silvopascicultura (Botánica) of the ETSI de Montes of the Politechnical University of Madrid. This herbarium stores woody exotical and spanish flora. From 1987, this herbarium is integrated in the Index Herbariorum and from 1994 in the Iberomacaronesical Association of Herbariums	eng	["pgilborrell@montes.upm.es"]	["+34913366378"]		Madrid	ES	28040			1	2013-07-09T14:47:47.000+0000	2013-07-09T14:47:47.000+0000	
ULB	576f00f2-c26c-41f7-991e-a37e07cbd3ec	576f00f2-c26c-41f7-991e-a37e07cbd3ec	fb11cfe1-ebc3-45af-9159-17d9fddbcdac	Université Libre de Bruxelles (ULB)	The Université libre de Bruxelles has 12 faculties that cover all the disciplines, closely combining academic input and research. It offers almost 40 undergraduate programmes and 247 graduate programmes. It also partners 20 Doctoral schools, with almost 1,600 PhD in progress. Across the whole Université libre de Bruxelles, over 4000 professors, scientists, PhD students, and lab technicians are at work in every field from science and technology to life sciences and healthcare, and humanities and social sciences. Four scientific Nobel Prizes, one Fields Medal, three Wolf Prizes and two Marie Curie Prizes are further evidence of the University's longstanding tradition of excellence.	eng			["http://biomar.ulb.ac.be/"]	Bruxelles	BE				3	2014-05-13T07:49:25.226+0000	2015-12-22T13:46:35.758+0000	
GEO	ef69a030-3940-11dd-b168-b8a03c50a862	ef69a030-3940-11dd-b168-b8a03c50a862	4f6826f2-4ff6-443d-b966-e6913bd24013	GEO-Tag der Artenvielfalt	GEO-Tag der Artenvielfalt	deu				Ebern	DE		50.09476	10.79458	1219	2010-05-03T22:02:00.000+0000	2010-05-03T22:02:00.000+0000	
FBS-UWR	3890bfb0-b461-11dc-bc42-b8a03c50a862	3890bfb0-b461-11dc-bc42-b8a03c50a862	2618bfdf-e194-4911-a241-80db3107bc51	Wrocław University, Fac. Natural Sciences	http://www.biol.uni.wroc.pl	eng			["http://www.biol.uni.wroc.pl"]	Wroclaw	PL		51.11368	17.03504	2	2010-05-03T22:02:00.000+0000	2010-05-03T22:02:00.000+0000	
IFR-DNF	63c6de50-9274-11da-8901-b8a03c50a862	63c6de50-9274-11da-8901-b8a03c50a862	2618bfdf-e194-4911-a241-80db3107bc51	Forest Research Institute, European Centre for Natural Forests	http://www.ibles.pl/	eng			["http://www.ibles.pl/"]	Raszyn	PL		52.10079	20.86325	10	2010-05-03T22:02:00.000+0000	2013-05-08T14:04:01.000+0000	
KOR	f7259790-9300-11da-8596-b8a03c50a862	f7259790-9300-11da-8596-b8a03c50a862	2618bfdf-e194-4911-a241-80db3107bc51	Institute of Dendrology, Polish Academy of Sciences	http://www.idpan.poznan.pl	eng			["http://www.idpan.poznan.pl"]	Kornik	PL		52.24134	17.09605	1	2010-05-03T22:02:00.000+0000	2010-05-03T22:02:00.000+0000	
KTU	4668d6a0-130d-11db-a7d3-b8a03c50a862	4668d6a0-130d-11db-a7d3-b8a03c50a862	2618bfdf-e194-4911-a241-80db3107bc51	University of Silesia, Laboratory of Botanical Documentation - Herbarium KTU	http://www.ktuherbarium.us.edu.pl	eng			["http://www.ktuherbarium.us.edu.pl"]	Chorzów	PL		50.29164	18.93391	2	2010-05-03T22:02:00.000+0000	2010-05-03T22:02:00.000+0000	
JYV	ff3a2000-b2ac-11db-b710-b8a03c50a862	ff3a2000-b2ac-11db-b710-b8a03c50a862	dd514216-5c7c-45f3-910d-797424cb5be6	Jyväskylä University Museum - The Section of Natural Sciences	http://www.jyu.fi/tdk/museo/naturhist.html	eng			["http://www.jyu.fi/tdk/museo/naturhist.html"]	Jyväskylä	FI		62.24313	25.7394	8	2010-05-03T22:02:00.000+0000	2013-02-14T14:51:37.000+0000	
BPBM	90cc71b0-055b-11d8-b84e-b8a03c50a862	90cc71b0-055b-11d8-b84e-b8a03c50a862	8618c64a-93e0-4300-b546-7249e5148ed2	Bernice Pauahi Bishop Museum	http://www.bishopmuseum.org	eng			["http://www.bishopmuseum.org"]	Honolulu	US		21.33296	-157.87077	1	2010-05-03T22:02:00.000+0000	2010-05-03T22:02:00.000+0000	
UA	79324e30-d4c7-11d8-bf69-b8a03c50a862	79324e30-d4c7-11d8-bf69-b8a03c50a862	8618c64a-93e0-4300-b546-7249e5148ed2	University of Alabama Biodiversity and Systematics	http://www.as.ua.edu/biology/scf	eng			["http://www.as.ua.edu/biology/scf"]	Tuscaloosa	US		33.2192	-87.54329	2	2010-05-03T22:02:00.000+0000	2010-05-03T22:02:00.000+0000	
NORDGEN	b9c5f740-34d9-11de-baf5-e00d96b185ef	b9c5f740-34d9-11de-baf5-e00d96b185ef	fa6bdac4-51e2-4334-940c-ba6cdf6e1257	Nordic Genetic Resource Center (NORDGEN)	http://www.nordgen.org/english/index.htm	eng			["http://www.nordgen.org/english/index.htm"]						2	2010-05-03T22:02:00.000+0000	2010-05-03T22:02:00.000+0000	
ZRC-SAZU	a5586d20-0f7c-11dd-9d45-b8a03c50a862	a5586d20-0f7c-11dd-9d45-b8a03c50a862	53e3f6b9-81f8-41e3-9e51-2666a5e0ae6a	Scientific Research Centre of the Slovenian Academy of Sciences and Arts, Institute of Biology	As one of the leading research and educational centres in Slovenia, the SRC SASA ranks as one of the cutting-edge academic institutions in Central and South-Eastern Europe ...	eng					SI				2	2010-05-03T22:02:00.000+0000	2010-05-03T22:02:00.000+0000	
